Batch,Site,Latitude,Longitude,Subregion,Zone,fHabitat,Habitat,SiteComments,Team,TransectNum,Date,EndDepth,Surveyor,shared,Buddy,TransectComments,Species,Width,Height,Bleaching,OldMortality,RecentMortality,OtherRecentMortality,DiseaseRecentMoratlity,TLRate,dCondition,oCondition
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,28,12,Pale,45,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,ODIF,9,8,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,16,3,Not Bleached,50,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MDEC,24,6,Not Bleached,10,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MDEC,16,8,Not Bleached,20,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MDEC,14,5,Not Bleached,45,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,ODIF,16,12,Pale,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,23,7,Not Bleached,30,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,38,6,Not Bleached,10,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,26,8,Not Bleached,2,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,27,7,Pale,20,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,12,8,Not Bleached,15,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,20,5,Not Bleached,20,0,0,0,NULL,NULL,"OGI, SC"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MALI,4,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MALI,15,3,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,33,10,Not Bleached,5,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,22,9,Not Bleached,30,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,10,4,Partly Bleached,10,0,0,0,NULL,NULL,SC
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,9,3,Not Bleached,15,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,6,3,Not Bleached,0,0,0,0,NULL,DSD,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,12,2,Partly Bleached,5,0,0,0,NULL,DSD,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,16,6,Not Bleached,5,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,13,3,Not Bleached,2,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,18,3,Not Bleached,10,0,0,0,NULL,NULL,SC
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,ODIF,8,4,Pale,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MCAV,130,70,Not Bleached,80,0,0,0,NULL,NULL,"SC, OGI"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,65,25,Not Bleached,85,0,0,0,NULL,NULL,"CLN, SC"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,24,5,Not Bleached,80,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,11,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,12,3,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,MCAV,50,20,Not Bleached,30,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,ODIF,10,10,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,14,2,Not Bleached,20,0,0,0,NULL,NULL,SC
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,38,22,Not Bleached,60,0,0,0,NULL,NULL,"SC, OGI"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,27,18,Not Bleached,40,0,0,0,NULL,NULL,"SC, OGI"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,7,2,Not Bleached,10,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,19,5,Partly Bleached,45,0,0,0,NULL,NULL,"SC, OGI"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,54,33,Not Bleached,5,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,9,8,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,12,2,Not Bleached,15,0,0,0,NULL,NULL,"SC, MUC"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,18,9,Not Bleached,40,0,0,0,NULL,NULL,"OGI, SC"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,15,5,Pale,3,0,0,0,NULL,NULL,SC
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,5,1,Not Bleached,10,0,0,0,NULL,NULL,SC
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MCAV,14,5,Not Bleached,0,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,16,5,Partly Bleached,5,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,12,3,Not Bleached,10,3,3,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,13,3,Not Bleached,10,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MCAV,22,14,Not Bleached,15,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MCAV,7,1,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,6,3,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,38,15,Not Bleached,20,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,OFAV,45,10,Not Bleached,30,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,7,5,Partly Bleached,5,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,38,15,Not Bleached,20,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,OFAV,45,10,Not Bleached,30,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,MCAV,75,5,Not Bleached,10,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SBOU,133,NULL,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,ODIF,5,4,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,10,1,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,OFAV,60,10,Not Bleached,40,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SINT,4,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SINT,5,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,MCAV,100,100,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SINT,9,5,Not Bleached,10,0,0,0,NULL,NULL,CLN
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SINT,10,4,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,24,6,Not Bleached,10,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,25,4,Not Bleached,60,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,7,5,Partly Bleached,5,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,46,35,Not Bleached,60,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,23,4,Partly Bleached,30,5,5,0,NULL,NULL,"OGI, SC"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,36,9,Not Bleached,20,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,35,18,Partly Bleached,98,0,0,0,NULL,NULL,"CLN, OGI"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,48,7,Not Bleached,45,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,15,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,80,45,Pale,90,0,0,0,NULL,NULL,"CLN, OGI"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,60,35,Not Bleached,20,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,12,10,Pale,15,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,11,4,Not Bleached,10,0,0,0,NULL,DSD,"SC, MUC"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,8,2,Not Bleached,5,0,0,0,NULL,NULL,SC
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,7,3,Not Bleached,10,0,0,0,NULL,NULL,SC
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,18,3,Not Bleached,5,2,2,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,14,5,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,33,16,Not Bleached,5,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MCAV,45,53,Not Bleached,60,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,65,35,Pale,40,2,2,0,NULL,NULL,"CLN, OGI"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,7,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,14,5,Pale,15,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,13,4,Not Bleached,10,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,12,4,Pale,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,23,2,Not Bleached,5,5,5,0,NULL,NULL,"CLN, OGI"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,35,5,Pale,5,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,OFAV,18,4,Not Bleached,5,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,43,15,Not Bleached,1,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,OFAV,31,7,Not Bleached,15,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SSID,25,9,Not Bleached,60,0,0,0,NULL,DSD,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,MCAV,42,55,Not Bleached,1,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,9,2,Not Bleached,5,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,SINT,21,5,Partly Bleached,2,0,0,0,NULL,NULL,SC
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,23,4,Not Bleached,20,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,PAST,25,16,Not Bleached,10,0,0,0,NULL,NULL,OGI
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,1,9/13/2018,32.00156,EMHO,0,Mike Buchman,,CNAT,90,38,Not Bleached,35,0,0,0,NULL,NULL,"OGI, CLN"
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,PAST,10,2,Not Bleached,20,0,0,0,NULL,NULL,CLN
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,13,3,Not Bleached,10,0,0,0,NULL,NULL,CLN
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,9,4,Not Bleached,0,0,0,0,NULL,NULL,CLN
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,6,1,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,10,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2018,S1202,24.480487,-81.941945,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,Sanctuary - Lower Keys,2,10/23/2018,35.00171,MIBU,0,Emily Hower,,SRAD,6,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
